CustomerID,Recency,Frequency,Monetary,Tenure,AOV,R_Score,F_Score,M_Score,RFM_Score,KMeans_Cluster,Agg_Cluster,GMM_Cluster,DBSCAN_Cluster,Segment
12433,1,7,3691.7699999999995,372,803.90625,4,4,4,12,3,1,1,0,High-Value
12434,85,2,806.14,175,403.07,2,2,3,7,2,0,3,0,Occasional
12435,80,2,3691.7699999999995,188,803.90625,2,2,4,8,0,1,0,0,Regular
12436,100,1,509.01,0,509.01,2,1,2,5,2,0,2,0,Occasional
12437,2,11,3691.7699999999995,329,275.08,4,4,4,12,3,3,1,0,High-Value
12438,14,2,2906.85,125,803.90625,4,2,4,10,0,1,1,0,Regular
12441,328,1,173.55,0,173.55,1,1,1,3,1,2,2,0,At-Risk
12442,3,1,172.06,0,172.06,4,1,1,6,2,0,2,0,Occasional
12444,21,5,3691.7699999999995,149,803.90625,3,3,4,10,0,1,1,0,Regular
12445,22,1,133.4,0,133.4,3,1,1,5,2,0,2,0,Occasional
12446,58,1,1002.3100000000001,0,803.90625,2,1,3,6,2,0,2,0,Occasional
12447,243,1,476.49,0,476.49,1,1,2,4,1,2,2,0,At-Risk
12448,44,1,449.45,0,449.45,3,1,2,6,2,0,2,0,Occasional
12449,22,4,3691.7699999999995,164,803.90625,3,3,4,10,0,1,1,0,Regular
12450,156,2,197.88,17,98.94,1,2,1,4,1,2,0,0,At-Risk
12451,11,5,3691.7699999999995,313,803.90625,4,3,4,11,0,1,1,0,Regular
12452,17,2,430.57,0,215.28,4,2,2,8,2,0,3,0,Occasional
12453,134,1,707.09,0,707.09,2,1,3,6,2,2,2,0,Occasional
12454,56,1,3528.34,0,803.90625,2,1,4,7,0,1,0,0,Regular
12455,73,6,2466.86,223,411.14,2,4,4,10,0,1,0,0,Regular
12456,44,3,3181.04,210,803.90625,3,3,4,10,0,1,0,0,Regular
12457,66,7,2363.23,172,337.6,2,4,4,10,0,1,0,0,Regular
12458,71,2,947.4,213,473.7,2,2,3,7,2,0,3,0,Occasional
12461,94,2,826.88,60,413.44,2,2,3,7,2,0,3,0,Occasional
12462,19,2,1189.59,284,594.79,3,2,3,8,2,0,1,0,Occasional
12463,53,4,1344.78,188,336.2,2,3,3,8,0,0,3,0,Regular
12464,10,8,1212.05,299,151.51,4,4,3,11,0,1,1,0,Regular
12465,17,2,742.1899999999999,152,371.1,4,2,3,9,2,0,3,0,Occasional
12468,188,2,729.5400000000001,128,364.77,1,2,3,6,1,2,0,0,At-Risk
12471,2,11,3691.7699999999995,362,659.62,4,4,4,12,3,3,1,0,High-Value
12472,32,7,3691.7699999999995,336,803.90625,3,4,4,11,3,1,1,0,High-Value
12473,29,5,3691.7699999999995,162,785.61,3,3,4,10,0,1,1,0,Regular
12474,17,11,3691.7699999999995,312,406.89,4,4,4,12,3,3,1,0,High-Value
12475,54,1,723.38,0,723.38,2,1,3,6,2,0,2,0,Occasional
12476,16,11,3691.7699999999995,345,619.67,4,4,4,12,3,3,1,0,High-Value
12477,23,6,3691.7699999999995,278,803.90625,3,4,4,11,3,1,1,0,High-Value
12478,4,1,680.99,0,680.99,4,1,3,8,2,0,2,0,Occasional
12479,11,1,527.2,0,527.2,4,1,2,7,2,0,2,0,Occasional
12480,28,4,3281.63,307,803.90625,3,3,4,10,0,1,1,0,Regular
12481,23,10,3691.7699999999995,342,557.98,3,4,4,11,3,3,1,0,High-Value
12483,17,8,2484.98,322,310.62,4,4,4,12,3,1,1,0,High-Value
12484,33,6,3691.7699999999995,303,754.55,3,4,4,11,3,1,1,0,High-Value
12488,10,3,1298.66,65,432.89,4,3,3,10,2,0,1,0,Occasional
12489,328,1,334.93,0,334.93,1,1,2,4,1,2,2,0,At-Risk
12490,5,10,3691.7699999999995,324,541.79,4,4,4,12,3,3,1,0,High-Value
12491,39,1,460.40000000000003,0,460.4,3,1,2,6,2,0,2,0,Occasional
12492,63,2,263.21000000000004,42,131.61,2,2,1,5,2,0,3,0,Occasional
12493,166,2,433.74,31,216.87,1,2,2,5,1,2,0,0,At-Risk
12494,16,7,1246.1000000000001,349,178.01,4,4,3,11,0,1,1,0,Regular
12497,82,1,1043.1,0,803.90625,2,1,3,6,2,0,2,0,Occasional
12498,21,3,403.70000000000005,36,134.57,3,3,2,8,2,0,3,0,Occasional
12500,23,11,3691.7699999999995,310,387.07,3,4,4,11,3,3,1,0,High-Value
12501,328,1,2169.39,0,803.90625,1,1,4,6,1,2,0,0,At-Risk
12502,96,5,3691.7699999999995,214,744.77,2,3,4,9,0,1,0,0,Regular
12504,18,2,482.04999999999995,12,241.02,4,2,2,8,2,0,3,0,Occasional
12506,233,1,73.5,0,73.5,1,1,1,3,1,2,2,0,At-Risk
12507,134,3,1304.81,164,434.94,2,3,3,8,2,0,0,0,Occasional
12508,26,2,397.88,2,198.94,3,2,2,7,2,0,3,0,Occasional
12509,284,1,176.5,0,176.5,1,1,1,3,1,2,2,0,At-Risk
12510,143,2,982.5699999999999,182,491.28,1,2,3,6,2,2,0,0,Occasional
12512,66,2,132.18,0,66.09,2,2,1,5,2,0,3,0,Occasional
12513,113,1,612.29,0,612.29,2,1,2,5,2,2,2,0,Occasional
12514,267,1,1017.68,0,803.90625,1,1,3,5,1,2,2,0,At-Risk
12515,328,1,383.7,0,383.7,1,1,2,4,1,2,2,0,At-Risk
12516,78,2,1312.06,102,656.03,2,2,3,7,2,0,0,0,Occasional
12517,28,5,2481.6,161,496.32,3,3,4,10,0,1,1,0,Regular
12518,1,5,2056.89,109,411.38,4,3,4,11,0,1,1,0,Regular
12519,64,1,330.84,0,330.84,2,1,2,5,2,0,2,0,Occasional
12520,79,5,2634.26,194,526.85,2,3,4,9,0,1,0,0,Regular
12521,143,1,599.68,0,599.68,1,1,2,4,2,2,2,0,Occasional
12522,39,2,192.72,12,96.36,3,2,1,6,2,0,3,0,Occasional
12523,19,11,1789.77,312,162.71,3,4,4,11,3,1,1,0,High-Value
12524,9,8,3691.7699999999995,324,560.72,4,4,4,12,3,1,1,0,High-Value
12526,1,3,1316.66,93,438.89,4,3,3,10,2,0,3,0,Occasional
12527,82,3,348.71000000000004,243,116.24,2,3,2,7,2,0,3,0,Occasional
12528,9,6,1933.48,303,322.25,4,4,4,12,0,1,1,0,Regular
12530,60,4,1662.28,277,415.57,2,3,4,9,0,0,0,0,Regular
12531,15,1,125.22,0,125.22,4,1,1,6,2,0,2,0,Occasional
12532,30,1,349.83000000000004,0,349.83,3,1,2,6,2,0,2,0,Occasional
12534,131,1,1089.18,0,803.90625,2,1,3,6,2,2,2,0,Occasional
12535,92,2,716.35,94,358.18,2,2,3,7,2,0,3,0,Occasional
12536,43,3,3691.7699999999995,15,803.90625,3,3,4,10,0,1,0,0,Regular
12538,29,1,363.95,0,363.95,3,1,2,6,2,0,2,0,Occasional
12539,22,4,3691.7699999999995,311,803.90625,3,3,4,10,0,1,1,0,Regular
12540,20,11,3691.7699999999995,342,788.25,3,4,4,11,3,3,1,0,High-Value
12541,30,3,981.18,251,327.06,3,3,3,9,2,0,3,0,Occasional
12544,36,1,372.7,0,372.7,3,1,2,6,2,0,2,0,Occasional
12545,75,2,1000.39,184,500.2,2,2,3,7,2,0,3,0,Occasional
12546,47,2,1161.5,31,580.75,3,2,3,8,2,0,3,0,Occasional
12547,198,2,207.79999999999998,82,103.9,1,2,1,4,1,2,0,0,At-Risk
12548,166,1,95.19999999999999,0,95.2,1,1,1,3,1,2,2,0,At-Risk
12550,79,1,964.83,0,803.90625,2,1,3,6,2,0,2,0,Occasional
12551,328,1,168.0,0,168.0,1,1,1,3,1,2,2,0,At-Risk
12552,39,2,437.82,0,218.91,3,2,2,7,2,0,3,0,Occasional
12553,8,10,3691.7699999999995,321,369.23,4,4,4,12,3,3,1,0,High-Value
12556,50,2,599.56,100,299.78,3,2,2,7,2,0,3,0,Occasional
12557,16,5,3691.7699999999995,355,803.90625,4,3,4,11,0,1,1,0,Regular
12558,8,1,269.96,0,269.96,4,1,1,6,2,0,2,0,Occasional
12559,311,2,561.71,8,280.86,1,2,2,5,1,2,0,0,At-Risk
12560,5,3,2134.01,137,711.34,4,3,4,11,0,0,1,0,Regular
12561,303,1,238.85,0,238.85,1,1,1,3,1,2,2,0,At-Risk
12562,8,7,3691.7699999999995,190,540.25,4,4,4,12,3,1,1,0,High-Value
12564,261,1,456.9,0,456.9,1,1,2,4,1,2,2,0,At-Risk
12565,289,1,145.92,0,145.92,1,1,1,3,1,2,2,0,At-Risk
12566,86,1,351.65,0,351.65,2,1,2,5,2,0,2,0,Occasional
12567,23,10,3691.7699999999995,346,803.90625,3,4,4,11,3,3,1,0,High-Value
12569,2,11,3691.7699999999995,250,128.9,4,4,4,12,3,3,1,0,High-Value
12571,40,2,519.61,81,259.8,3,2,2,7,2,0,3,0,Occasional
12572,9,2,1020.42,43,510.21,4,2,3,9,2,0,3,0,Occasional
12573,227,1,160.54000000000002,0,160.54,1,1,1,3,1,2,2,0,At-Risk
12574,316,1,218.45,0,218.45,1,1,1,3,1,2,2,0,At-Risk
12576,36,5,1315.83,268,263.17,3,3,3,9,0,0,1,0,Regular
12577,35,3,626.6,323,208.87,3,3,2,8,2,0,3,0,Occasional
12578,21,2,2794.51,308,803.90625,3,2,4,9,0,1,1,0,Regular
12579,78,1,440.42,0,440.42,2,1,2,5,2,0,2,0,Occasional
12580,247,1,415.7,0,415.7,1,1,2,4,1,2,2,0,At-Risk
12581,40,1,197.71,0,197.71,3,1,1,5,2,0,2,0,Occasional
12582,239,2,511.36,49,255.68,1,2,2,5,1,2,0,0,At-Risk
12583,3,11,3691.7699999999995,370,485.43,4,4,4,12,3,3,1,0,High-Value
12584,4,9,2338.15,276,259.79,4,4,4,12,3,1,1,0,High-Value
12585,234,2,2040.1,117,803.90625,1,2,4,7,1,0,0,0,At-Risk
12586,17,1,196.94000000000003,0,196.94,4,1,1,6,2,0,2,0,Occasional
12587,8,1,144.0,0,144.0,4,1,1,6,2,0,2,0,Occasional
12588,39,1,214.89999999999998,0,214.9,3,1,1,5,2,0,2,0,Occasional
12589,29,2,646.68,115,323.34,3,2,2,7,2,0,3,0,Occasional
12590,211,2,3691.7699999999995,0,803.90625,1,2,4,7,0,0,0,1,Regular
12591,317,1,452.84999999999997,0,452.85,1,1,2,4,1,2,2,0,At-Risk
12592,92,2,437.6,121,218.8,2,2,2,6,2,2,3,0,Occasional
12593,109,3,418.09999999999997,110,139.37,2,3,2,7,2,2,3,0,Occasional
12594,38,10,3338.2200000000003,285,333.82,3,4,4,11,3,3,1,0,High-Value
12596,51,2,618.27,190,309.14,3,2,2,7,2,0,3,0,Occasional
12597,19,4,3691.7699999999995,248,803.90625,3,3,4,10,0,1,1,0,Regular
12598,10,8,3023.08,275,377.88,4,4,4,12,3,1,1,0,High-Value
12599,29,7,1032.58,275,147.51,3,4,3,10,0,1,1,0,Regular
12600,29,10,2599.04,342,259.9,3,4,4,11,3,1,1,0,High-Value
12601,190,5,577.0600000000001,142,115.41,1,3,2,6,1,0,0,0,At-Risk
12602,59,1,153.12,0,153.12,2,1,1,4,2,0,2,0,Occasional
12603,22,1,739.1999999999999,0,739.2,3,1,3,7,2,0,2,0,Occasional
12604,79,2,254.18,182,127.09,2,2,1,5,2,0,3,0,Occasional
12607,60,1,1579.51,0,803.90625,2,1,3,6,2,0,0,0,Occasional
12609,78,3,1126.85,240,375.62,2,3,3,8,2,0,3,0,Occasional
12610,23,5,2099.54,103,419.91,3,3,4,10,0,1,1,0,Regular
12611,52,1,1193.32,0,803.90625,2,1,3,6,2,0,2,0,Occasional
12612,74,1,704.0400000000001,0,704.04,2,1,3,6,2,0,2,0,Occasional
12613,57,5,3344.38,204,668.88,2,3,4,9,0,1,0,0,Regular
12614,278,1,315.6,0,315.6,1,1,2,4,1,2,2,0,At-Risk
12615,2,4,2291.19,166,572.8,4,3,4,11,0,0,1,0,Regular
12616,95,2,713.3,202,356.65,2,2,3,7,2,0,3,0,Occasional
12617,29,1,352.98,0,352.98,3,1,2,6,2,0,2,0,Occasional
12618,22,1,177.31,0,177.31,3,1,1,5,2,0,2,0,Occasional
12619,16,9,3641.24,237,404.58,4,4,4,12,3,1,1,0,High-Value
12620,15,3,1339.41,189,446.47,4,3,3,10,2,0,1,0,Occasional
12621,2,11,3691.7699999999995,364,684.48,4,4,4,12,3,3,1,0,High-Value
12622,232,1,180.1,0,180.1,1,1,1,3,1,2,2,0,At-Risk
12623,276,1,305.1,0,305.1,1,1,1,3,1,2,2,0,At-Risk
12624,106,2,641.13,71,320.56,2,2,2,6,2,2,3,0,Occasional
12625,212,2,2683.82,107,803.90625,1,2,4,7,1,0,0,0,At-Risk
12626,23,9,3691.7699999999995,303,735.61,3,4,4,11,3,1,1,0,High-Value
12627,11,7,3691.7699999999995,129,639.79,4,4,4,12,3,1,1,0,High-Value
12628,4,3,786.46,60,262.15,4,3,3,10,2,0,3,0,Occasional
12630,10,2,1270.88,34,635.44,4,2,3,9,2,0,1,0,Occasional
12631,57,1,640.5,0,640.5,2,1,2,5,2,0,2,0,Occasional
12633,59,4,2163.98,229,541.0,2,3,4,9,0,0,0,0,Regular
12635,90,2,1689.18,65,803.90625,2,2,4,8,2,0,0,0,Occasional
12637,67,8,3691.7699999999995,256,750.36,2,4,4,10,3,1,0,0,High-Value
12638,33,1,671.69,0,671.69,3,1,3,7,2,0,2,0,Occasional
12639,239,1,486.1,0,486.1,1,1,2,4,1,2,2,0,At-Risk
12640,24,3,1174.58,57,391.53,3,3,3,9,2,0,3,0,Occasional
12641,115,1,185.9,0,185.9,2,1,1,4,2,2,2,0,Occasional
12642,25,3,1013.26,82,337.75,3,3,3,9,2,0,3,0,Occasional
12643,128,6,3344.64,204,557.44,2,4,4,10,0,1,0,0,Regular
12644,130,1,477.91,0,477.91,2,1,2,5,2,2,2,0,Occasional
12645,34,4,1775.18,282,443.8,3,3,4,10,0,0,1,0,Regular
12646,5,2,1346.97,44,673.48,4,2,3,9,2,0,1,0,Occasional
12647,22,11,3691.7699999999995,346,310.24,3,4,4,11,3,3,1,0,High-Value
12648,155,1,318.05,0,318.05,1,1,2,4,1,2,2,0,At-Risk
12649,107,3,623.51,105,207.84,2,3,2,7,2,2,3,0,Occasional
12650,3,1,314.44,0,314.44,4,1,2,7,2,0,2,0,Occasional
12651,328,1,114.0,0,114.0,1,1,1,3,1,2,2,0,At-Risk
12652,328,1,919.98,0,803.90625,1,1,3,5,1,2,2,0,At-Risk
12653,149,2,2209.85,147,803.90625,1,2,4,7,0,0,0,0,Regular
12654,11,5,601.98,284,120.4,4,3,2,9,2,0,1,0,Occasional
12656,17,5,3691.7699999999995,216,803.90625,4,3,4,11,0,1,1,0,Regular
12657,11,4,1643.18,67,410.8,4,3,3,10,0,0,1,0,Regular
12658,19,1,686.05,0,686.05,3,1,3,7,2,0,2,0,Occasional
12659,30,1,91.68,0,91.68,3,1,1,5,2,0,2,0,Occasional
12660,11,1,245.1,0,245.1,4,1,1,6,2,0,2,0,Occasional
12662,1,11,3691.7699999999995,372,349.98,4,4,4,12,3,3,1,0,High-Value
12664,8,9,3691.7699999999995,314,542.43,4,4,4,12,3,1,1,0,High-Value
12665,325,1,63.0,0,63.0,1,1,1,3,1,2,2,0,At-Risk
12667,58,1,620.13,0,620.13,2,1,2,5,2,0,2,0,Occasional
12668,12,4,3691.7699999999995,343,803.90625,4,3,4,11,0,1,1,0,Regular
12669,151,3,2744.0299999999997,105,803.90625,1,3,4,8,0,0,0,0,Regular
12670,10,5,2996.05,222,599.21,4,3,4,11,0,1,1,0,Regular
12672,328,1,225.89999999999998,0,225.9,1,1,1,3,1,2,2,0,At-Risk
12673,5,2,610.52,321,305.26,4,2,2,8,2,0,3,0,Occasional
12674,39,4,1970.6,169,492.65,3,3,4,10,0,0,1,0,Regular
12676,25,6,1331.39,286,221.9,3,4,3,10,0,1,1,0,Regular
12678,42,11,3691.7699999999995,311,803.90625,3,4,4,11,3,3,1,0,High-Value
12679,59,4,1113.02,225,278.26,2,3,3,8,0,0,3,0,Regular
12680,1,4,862.81,112,215.7,4,3,3,10,2,0,3,0,Occasional
12681,15,11,3691.7699999999995,353,626.71,4,4,4,12,3,3,1,0,High-Value
12682,4,11,3691.7699999999995,367,396.12,4,4,4,12,3,3,1,0,High-Value
12683,4,11,3691.7699999999995,361,565.1,4,4,4,12,3,3,1,0,High-Value
12684,8,7,2283.63,205,326.23,4,4,4,12,0,1,1,0,Regular
12685,28,6,2863.08,65,477.18,3,4,4,11,0,1,1,0,Regular
12686,328,1,89.14,0,89.14,1,1,1,3,1,2,2,0,At-Risk
12688,114,1,3691.7699999999995,0,803.90625,2,1,4,7,0,1,0,0,Regular
12689,26,2,1247.61,101,623.8,3,2,3,8,2,0,1,0,Occasional
12690,206,1,389.01,0,389.01,1,1,2,4,1,2,2,0,At-Risk
12691,28,6,1035.8,329,172.63,3,4,3,10,0,0,1,0,Regular
12693,127,4,855.91,192,213.98,2,3,3,8,2,0,0,0,Occasional
12694,70,2,869.67,112,434.84,2,2,3,7,2,0,3,0,Occasional
12695,7,4,582.1,203,145.52,4,3,2,9,2,0,3,0,Occasional
12697,29,3,957.59,140,319.2,3,3,3,9,2,0,3,0,Occasional
12700,8,4,3691.7699999999995,207,803.90625,4,3,4,11,0,1,1,0,Regular
12701,80,2,797.71,162,398.86,2,2,3,7,2,0,3,0,Occasional
12702,20,1,219.0,0,219.0,3,1,1,5,2,0,2,0,Occasional
12703,71,1,283.55,0,283.55,2,1,1,4,2,0,2,0,Occasional
12704,7,8,2340.84,162,292.6,4,4,4,12,0,1,1,0,Regular
12705,15,9,3691.7699999999995,341,763.14,4,4,4,12,3,1,1,0,High-Value
12707,292,1,603.42,0,603.42,1,1,2,4,1,2,2,0,At-Risk
12708,30,10,2712.91,338,271.29,3,4,4,11,3,1,1,0,High-Value
12709,15,11,3691.7699999999995,351,647.1,4,4,4,12,3,3,1,0,High-Value
12710,97,3,1149.02,104,383.01,2,3,3,8,2,0,3,0,Occasional
12712,29,11,3691.7699999999995,342,338.16,3,4,4,11,3,3,1,0,High-Value
12713,1,1,848.55,0,803.90625,4,1,3,8,2,0,2,0,Occasional
12714,9,5,3691.7699999999995,285,803.90625,4,3,4,11,0,1,1,0,Regular
12715,106,1,343.36,0,343.36,2,1,2,5,2,2,2,0,Occasional
12716,4,2,1053.49,129,526.74,4,2,3,9,2,0,3,0,Occasional
12717,151,2,1030.98,94,515.49,1,2,3,6,2,2,0,0,Occasional
12718,71,1,238.25,0,238.25,2,1,1,4,2,0,2,0,Occasional
12719,5,2,644.95,59,322.48,4,2,2,8,2,0,3,0,Occasional
12720,3,11,3691.7699999999995,366,231.27,4,4,4,12,3,3,1,0,High-Value
12721,32,6,2656.13,323,442.69,3,4,4,11,0,1,1,0,Regular
12722,85,4,997.63,65,249.41,2,3,3,8,2,0,3,0,Occasional
12723,4,5,725.07,61,145.01,4,3,3,10,2,0,1,0,Occasional
12724,5,4,1031.41,327,257.85,4,3,3,10,2,0,3,0,Occasional
12725,328,1,427.8,0,427.8,1,1,2,4,1,2,2,0,At-Risk
12726,28,7,2609.1,329,372.73,3,4,4,11,0,1,1,0,Regular
12727,11,7,3691.7699999999995,309,568.67,4,4,4,12,3,1,1,0,High-Value
12728,71,4,836.33,261,209.08,2,3,3,8,2,0,3,0,Occasional
12729,114,1,453.01,0,453.01,2,1,2,5,2,2,2,0,Occasional
12731,24,11,3691.7699999999995,341,803.90625,3,4,4,11,3,3,1,0,High-Value
12732,180,1,236.26000000000002,0,236.26,1,1,1,3,1,2,2,0,At-Risk
12733,234,1,383.95,0,383.95,1,1,2,4,1,2,2,0,At-Risk
12734,328,1,110.39999999999999,0,110.4,1,1,1,3,1,2,2,0,At-Risk
12735,315,2,779.5699999999999,21,389.78,1,2,3,6,1,2,0,0,At-Risk
12736,328,1,234.0,0,234.0,1,1,1,3,1,2,2,0,At-Risk
12738,328,1,155.35,0,155.35,1,1,1,3,1,2,2,0,At-Risk
12739,78,2,1013.04,20,506.52,2,2,3,7,2,0,3,0,Occasional
12740,64,1,427.6,0,427.6,2,1,2,5,2,0,2,0,Occasional
12743,134,2,540.13,0,270.06,2,2,2,6,2,2,0,0,Occasional
12744,52,7,3691.7699999999995,266,803.90625,2,4,4,10,3,1,0,0,High-Value
12747,2,11,3691.7699999999995,366,381.46,4,4,4,12,3,3,1,0,High-Value
12748,1,11,3691.7699999999995,372,158.15,4,4,4,12,3,3,1,0,High-Value
12749,4,5,3691.7699999999995,209,803.90625,4,3,4,11,0,1,1,0,Regular
12750,129,1,275.88,0,275.88,2,1,1,4,2,2,2,0,Occasional
12752,81,1,3691.7699999999995,0,803.90625,2,1,4,7,0,1,0,0,Regular
12753,23,6,3691.7699999999995,339,803.90625,3,4,4,11,3,1,1,0,High-Value
12754,236,3,3010.74,72,803.90625,1,3,4,8,0,0,0,1,Regular
12755,281,2,3691.7699999999995,85,803.90625,1,2,4,7,1,0,0,1,At-Risk
12756,87,1,112.07999999999998,0,112.08,2,1,1,4,2,0,2,0,Occasional
12757,16,11,3691.7699999999995,195,602.67,4,4,4,12,3,3,1,0,High-Value
12758,117,2,2791.59,159,803.90625,2,2,4,8,0,0,0,0,Regular
12759,52,3,1531.44,223,510.48,2,3,3,8,0,0,3,0,Regular
12762,8,2,1898.52,17,803.90625,4,2,4,10,0,0,1,0,Regular
12763,138,2,494.08,230,247.04,2,2,2,6,2,2,0,0,Occasional
12764,317,1,1693.88,0,803.90625,1,1,4,6,1,2,0,0,At-Risk
12766,4,7,3691.7699999999995,362,803.90625,4,4,4,12,3,1,1,0,High-Value
12769,239,1,1143.6,0,803.90625,1,1,3,5,1,2,2,0,At-Risk
12770,211,1,1351.45,0,803.90625,1,1,3,5,1,2,0,0,At-Risk
12772,60,1,892.47,0,803.90625,2,1,3,6,2,0,2,0,Occasional
12775,17,5,1386.04,294,277.21,4,3,3,10,0,0,1,0,Regular
